Currency,Date,Today_Closing_Price,NextDay_Closing_Price,Opening_Price,24h_High,24h_Low
ETC,05/02/2020,11.47328531,12.37687996,11.76684983,11.88799661,11.06621549
ETC,06/02/2020,12.37687996,11.8588229,11.47064931,12.63126061,11.28459792
ETC,07/02/2020,11.8588229,11.59853269,12.32647815,13.18564233,11.02480081
ETC,08/02/2020,11.59853269,11.69998875,11.85897361,12.24687882,11.29383271
ETC,09/02/2020,11.69998875,11.69592648,11.59850383,11.93703052,11.1147447
ETC,10/02/2020,11.69592648,11.76605715,11.70752622,12.15472962,11.31281013
ETC,11/02/2020,11.76605715,12.01506576,11.69505594,12.05310456,11.3503113
ETC,12/02/2020,12.01506576,12.287614,11.83638472,12.13533817,11.59188065
ETC,13/02/2020,12.287614,11.95661791,12.0151423,12.50698416,11.98125942
ETC,14/02/2020,11.95661791,12.02342887,12.2872367,13.07547831,11.32191889
ETC,15/02/2020,12.02342887,10.41787271,12.05178521,12.28405481,11.67553276
ETC,16/02/2020,10.41787271,9.536729936,12.02340524,12.09556261,9.881867421
ETC,17/02/2020,9.536729936,9.434261467,10.41786769,10.67671585,8.870189245
ETC,18/02/2020,9.434261467,9.842840915,9.592483076,9.920319669,8.709888731
ETC,19/02/2020,9.842840915,9.051957283,9.43427929,10.0398686,9.188383538
ETC,20/02/2020,9.051957283,8.984092882,9.843506777,9.990367829,8.723308461
ETC,21/02/2020,8.984092882,9.309947456,8.865937208,9.061775433,8.351502096
ETC,22/02/2020,9.309947456,9.52960258,8.983926444,9.894453153,8.792087855
ETC,23/02/2020,9.52960258,9.765808678,9.435041458,9.746047279,9.311509158
ETC,24/02/2020,9.765808678,9.332803729,9.529642312,9.99229944,9.412849824
ETC,25/02/2020,9.332803729,9.314816245,9.765833382,9.853113449,8.991484657
ETC,26/02/2020,9.314816245,7.702490405,9.332733054,9.455150606,8.927875821
ETC,27/02/2020,7.702490405,7.772079729,9.31645975,9.34992418,7.265311994
ETC,28/02/2020,7.772079729,7.579112846,7.702352455,8.091917781,7.332220422
ETC,29/02/2020,7.579112846,7.445188958,7.715219405,7.848747055,7.193853363
ETC,01/03/2020,7.445188958,7.765729485,7.579000654,7.673450464,7.34847565
ETC,02/03/2020,7.765729485,8.463107829,7.445217907,7.923772197,7.343795357
ETC,03/03/2020,8.463107829,8.43606591,7.763570324,8.667092751,7.690334865
ETC,04/03/2020,8.43606591,7.949288524,8.458413894,8.507428929,8.159604649
ETC,05/03/2020,7.949288524,8.170324306,8.436102776,8.644873018,7.633890021
ETC,06/03/2020,8.170324306,8.159150714,7.949417377,8.451377151,7.932770848
ETC,07/03/2020,8.159150714,7.842585829,8.193004109,8.328813526,7.913461173
ETC,08/03/2020,7.842585829,6.567390203,8.158969314,8.245174349,7.768107799
ETC,09/03/2020,6.567390203,6.929049713,7.842741394,7.870098733,6.263586642
ETC,10/03/2020,6.929049713,6.874457559,6.563562349,7.053912572,6.373610436
ETC,11/03/2020,6.874457559,6.574123712,6.939790754,6.968515555,6.612150579
ETC,12/03/2020,6.574123712,4.447452493,6.874646457,6.887762746,6.105811838
ETC,13/03/2020,4.447452493,5.022135721,6.576902187,6.642708867,4.235229677
ETC,14/03/2020,5.022135721,4.742091246,4.446077221,5.451091147,3.231743735
ETC,15/03/2020,4.742091246,4.995497202,5.02198594,5.092682391,4.591015144
ETC,16/03/2020,4.995497202,4.363085746,4.742118637,5.297714669,4.576515427
ETC,17/03/2020,4.363085746,4.713624384,4.994660289,5.084627106,4.053582199
ETC,18/03/2020,4.713624384,4.563065353,4.363041609,5.01232299,4.346085023
ETC,19/03/2020,4.563065353,5.252692961,4.709513548,4.717757876,4.35082242
ETC,20/03/2020,5.252692961,4.86088475,4.563058111,5.335878791,4.489543557
ETC,21/03/2020,4.86088475,5.015196191,5.253249759,5.540840301,4.521109842
ETC,22/03/2020,5.015196191,4.651242043,4.8616794,5.171307035,4.685015289
ETC,23/03/2020,4.651242043,4.927022518,5.015165506,5.25781664,4.588563471
ETC,24/03/2020,4.927022518,5.087429904,4.596693931,5.096106063,4.520785852
ETC,25/03/2020,5.087429904,5.022280539,4.927105979,5.217702083,4.890584199
ETC,26/03/2020,5.022280539,5.062308159,5.087520916,5.287159356,4.912264793
ETC,27/03/2020,5.062308159,5.118450425,5.032234195,5.113622161,4.927336682
ETC,28/03/2020,5.118450425,4.795368289,5.06225501,5.221555868,5.041673444
ETC,29/03/2020,4.795368289,4.858277731,5.118194017,5.118297277,4.642088946
ETC,30/03/2020,4.858277731,4.994005892,4.795351085,5.067855179,4.778444964
